id,domain,issue_type,image_path,text_description,location_type,severity,urgency,language,pair_difficulty,confidence_label
00615,Environment,Air pollution,data/raw/images/environment/air_pollution/air_pollution_014.jpg,This has been an issue for a while now.,Urban,Low,Low,English,vague_text_clear_image,medium
00616,Environment,Water pollution,data/raw/images/environment/water_pollution/water_pollution_000.jpg,Their is a problem related to water pollution at the crossing. Nobody from the authorities has visited yet.,Semi-Urban,High,Medium,English,both_clear,high
00617,Environment,Water pollution,data/raw/images/environment/water_pollution/water_pollution_001.jpg,Kindly send someone to check this place.,Semi-Urban,Low,Low,Hinglish,vague_text_clear_image,medium
00618,Environment,Water pollution,data/raw/images/environment/water_pollution/water_pollution_002.jpg,"There is some problem here, please check when possible.",Rural,Medium,Medium,English,vague_text_clear_image,medium
00619,Environment,Water pollution,data/raw/images/environment/water_pollution/water_pollution_003.jpg,We are facing an issue of water pollution beside the main road for the past three days.,Rural,Medium,Low,English,both_clear,high
00620,Environment,Water pollution,data/raw/images/environment/water_pollution/water_pollution_004.jpg,बाजार के पास एक गंभीर समस्या है जिसकी वजह Water pollution है।,Rural,Low,Low,Hindi,clear_text_unclear_image,medium
00621,Environment,Water pollution,data/raw/images/environment/water_pollution/water_pollution_005.jpg,"Something is wrong in our area, someone should look into it.",Rural,Medium,High,Hinglish,vague_text_clear_image,medium
00622,Environment,Water pollution,data/raw/images/environment/water_pollution/water_pollution_006.jpg,"Hamare area mein water pollution ki dikkat hai, bus stop ke paas.",Semi-Urban,High,High,Hinglish,both_clear,high
00623,Environment,Water pollution,data/raw/images/environment/water_pollution/water_pollution_007.jpg,Citizens are facing trouble due to water pollution near our street. Nobody from the authorities has visited yet.,Semi-Urban,Medium,High,English,both_clear,high
00624,Environment,Water pollution,data/raw/images/environment/water_pollution/water_pollution_008.jpg,"We are facing an issue of water pollution in front of the panchayat office since last night. This is causing a lot of trouble to residents, especially elderly people and children. We request the concerned department to inspect and resolve this at the earliest.",Urban,Medium,Medium,English,both_clear,high
00625,Environment,Water pollution,data/raw/images/environment/water_pollution/water_pollution_009.jpg,"हमारी गली के पास की स्थिति बहुत खराब है, यह water pollution से जुड़ी समस्या है।",Rural,Low,Low,Hindi,complementary,high
00626,Environment,Water pollution,data/raw/images/environment/water_pollution/water_pollution_010.jpg,"There is a problem related to water pollution close to our village. This is causing a lot of trouble to residents, especially elderly people and children. It would be great if someone could visit and check the situation.",Semi-Urban,Low,Low,English,both_clear,high
00627,Environment,Water pollution,data/raw/images/environment/water_pollution/water_pollution_011.jpg,"हमें हमारी गली के पास water pollution की दिक्कत हो रही है, कई दिनों से यह समस्या बनी हुई है।",Semi-Urban,Medium,Medium,Hindi,both_clear,high
00630,Environment,Water pollution,data/raw/images/environment/water_pollution/water_pollution_014.jpg,"gaon ke nazdeek water pollution ki problem hai kal se, please jaldi fix karo.",Rural,High,High,Hinglish,both_clear,high
00631,Environment,Environmental dumping,data/raw/images/environment/environmental_dumping/environmental_dumping_000.jpg,बस स्टॉप के पास एक गंभीर समस्या है जिसकी वजह Environmental dumping है।,Semi-Urban,High,High,Hindi,complementary,high
00632,Environment,Environmental dumping,data/raw/images/environment/environmental_dumping/environmental_dumping_001.jpg,We are facing an issue of environmental dumping outside our house since last night. Please take action soon.,Urban,Medium,Medium,English,both_clear,high
00633,Environment,Environmental dumping,data/raw/images/environment/environmental_dumping/environmental_dumping_002.jpg,"There is some problem here, please check when possible.",Urban,Medium,High,English,vague_text_clear_image,medium
00634,Environment,Environmental dumping,data/raw/images/environment/environmental_dumping/environmental_dumping_003.jpg,There is a problem related to environmental dumping behind the school. Nobody from the authorities has visited yet. No one has come to check yet.,Rural,High,High,English,both_clear,high
00635,Environment,Environmental dumping,data/raw/images/environment/environmental_dumping/environmental_dumping_004.jpg,"We are facing an issue of environmental dumping near the market for the past three days. This is causing a lot of trouble to residents, especially elderly people and children. It would be great if someone could visit and check the situation.",Urban,Low,Low,English,clear_text_unclear_image,medium
00636,Environment,Environmental dumping,data/raw/images/environment/environmental_dumping/environmental_dumping_005.jpg,Environmental dumping has been a problem near the railway station road since last night. Many families in the area are affected by this. We have complained before but no action has been taken.,Semi-Urban,Medium,High,English,both_clear,high
00637,Environment,Environmental dumping,data/raw/images/environment/environmental_dumping/environmental_dumping_006.jpg,We are facing an issue of environmental dumping outside our house for over a week. This is causing a lot of trouble to residents. Please fix it soon.,Semi-Urban,Medium,Medium,English,both_clear,high
00638,Environment,Environmental dumping,data/raw/images/environment/environmental_dumping/environmental_dumping_007.jpg,There is a problem related to environmental dumping outside our house. This needs to be fixed urgently.,Urban,Low,Medium,English,clear_text_unclear_image,medium
00639,Environment,Environmental dumping,data/raw/images/environment/environmental_dumping/environmental_dumping_008.jpg,"कॉलोनी के गेट के पास environmental dumping की समस्या है, कृपया जल्द ठीक करें।",Semi-Urban,Medium,Medium,Hindi,complementary,high
00640,Environment,Environmental dumping,data/raw/images/environment/environmental_dumping/environmental_dumping_009.jpg,"हमारे गाँव के नज़दीक environmental dumping की समस्या है, कृपया जल्द ठीक करें।",Rural,High,High,Hindi,complementary,high
00641,Environment,Environmental dumping,data/raw/images/environment/environmental_dumping/environmental_dumping_010.jpg,"bazaar ke paas environmental dumping ki problem h pichhle teen din se, please jaldi fix karo.",Rural,High,High,Hinglish,both_clear,high
00642,Environment,Environmental dumping,data/raw/images/environment/environmental_dumping/environmental_dumping_011.jpg,"Something is wrong in our area, someone should look into it.",Semi-Urban,High,Medium,English,vague_text_clear_image,medium
00643,Environment,Environmental dumping,data/raw/images/environment/environmental_dumping/environmental_dumping_012.jpg,"Sir/Madam, main road ke kinare environmental dumping ho raha hai, jaldi solve kijiye plz.",Semi-Urban,Low,Medium,Hinglish,both_clear,high
00646,Environment,Burning waste,data/raw/images/environment/burning_waste/burning_waste_000.jpg,"Something is wrong in our area, someone should look into it.",Rural,High,High,Hinglish,vague_text_clear_image,medium
00647,Environment,Burning waste,data/raw/images/environment/burning_waste/burning_waste_001.jpg,"Citizens are facing trouble due to burning waste in front of the panchayat office. This is causing a lot of trouble to residents, especially elderly people and children. We request the concerned department to inspect and resolve this at the earliest.",Urban,Medium,Medium,English,both_clear,high
00649,Environment,Burning waste,data/raw/images/environment/burning_waste/burning_waste_003.jpg,"बाजार के पास की स्थिति बहुत खराब है, यह burning waste से जुड़ी समस्या है।",Urban,Low,Low,Hindi,both_clear,high
00650,Environment,Burning waste,data/raw/images/environment/burning_waste/burning_waste_004.jpg,There is a problem related to burning waste near the market. This is causing a lot of trouble to residents.,Urban,Medium,Medium,English,both_clear,high
00651,Environment,Burning waste,data/raw/images/environment/burning_waste/burning_waste_005.jpg,Citizens are facing trouble due to burning waste outside our house.,Urban,Low,Low,English,both_clear,high
00652,Environment,Burning waste,data/raw/images/environment/burning_waste/burning_waste_006.jpg,"Sir/Madam, hamari gali ke paas burning waste ho raha hai, jaldi solve kijiye plz.",Rural,Low,Medium,Hinglish,complementary,high
00653,Environment,Burning waste,data/raw/images/environment/burning_waste/burning_waste_007.jpg,There is a problem related to burning waste behind the school.,Semi-Urban,Medium,Medium,English,clear_text_unclear_image,medium
00654,Environment,Burning waste,data/raw/images/environment/burning_waste/burning_waste_008.jpg,"Sir/Madam, panchayat office ke saamne burning waste ho raha hai, jaldi solve kijiye plz.",Urban,Low,Medium,Hinglish,complementary,high
00655,Environment,Burning waste,data/raw/images/environment/burning_waste/burning_waste_009.jpg,"Yeh burning waste wali problem panchayat office ke saamne do hafte se se hai, koi dekhne nahi aaya abhi tak.",Rural,High,High,Hinglish,complementary,high
00656,Environment,Burning waste,data/raw/images/environment/burning_waste/burning_waste_010.jpg,"हमें हमारी गली के पास burning waste की दिक्कत हो रही है, कई दिनों से यह समस्या बनी हुई है।",Urban,High,High,Hindi,both_clear,high
00657,Environment,Burning waste,data/raw/images/environment/burning_waste/burning_waste_011.jpg,"bazaar ke paas burning waste ki problem hai ek hafte se, please jaldi fix karo.",Urban,Low,Low,Hinglish,complementary,high
00658,Environment,Burning waste,data/raw/images/environment/burning_waste/burning_waste_012.jpg,We are facing an issue of burning waste near our street for almost a month. This is right next to the market.,Semi-Urban,High,High,English,complementary,high
00659,Environment,Burning waste,data/raw/images/environment/burning_waste/burning_waste_013.jpg,Citizens are facing trouble due to burning waste next to the bus stop. Children and elderly people use this path daily.,Semi-Urban,High,Medium,English,complementary,high
00660,Environment,Burning waste,data/raw/images/environment/burning_waste/burning_waste_014.jpg,"Hamare area mein burning waste ki dikkat hai, main road ke kinare.",Rural,High,Medium,Hinglish,complementary,high
00661,Environment,Damaged green spaces,data/raw/images/environment/damaged_green_spaces/damaged_green_spaces_000.jpg,"मुख्य सड़क के किनारे damaged green spaces की समस्या है, कृपया जल्द ठीक करें।",Urban,Medium,Medium,Hindi,both_clear,high
00662,Environment,Damaged green spaces,data/raw/images/environment/damaged_green_spaces/damaged_green_spaces_001.jpg,"Damaged green spaces has been a problem in front of the panchayat office since yesterday. This is causing a lot of trouble to residents, especially elderly people and children. It would be great if someone could visit and check the situation.",Semi-Urban,Low,Low,English,clear_text_unclear_image,medium
00663,Environment,Damaged green spaces,data/raw/images/environment/damaged_green_spaces/damaged_green_spaces_002.jpg,स्कूल के पीछे एक गंभीर समस्या है जिसकी वजह Damaged green spaces है।,Rural,High,High,Hindi,both_clear,high
00664,Environment,Damaged green spaces,data/raw/images/environment/damaged_green_spaces/damaged_green_spaces_003.jpg,There is a problem related to damaged green spaces outside our house. Nobody from the authorities has visited yet.,Semi-Urban,Low,Medium,English,clear_text_unclear_image,medium
00665,Environment,Damaged green spaces,data/raw/images/environment/damaged_green_spaces/damaged_green_spaces_004.jpg,Not sure who to contact but this needs attention.,Urban,High,Medium,Hinglish,vague_text_clear_image,medium
00666,Environment,Damaged green spaces,data/raw/images/environment/damaged_green_spaces/damaged_green_spaces_005.jpg,Citizens are facing trouble due to damaged green spaces close to our village. Nobody from the authorities has visited yet.,Rural,Medium,Medium,English,both_clear,high
00667,Environment,Damaged green spaces,data/raw/images/environment/damaged_green_spaces/damaged_green_spaces_006.jpg,We are facing an issue of damaged green spaces near the colony gate for the past three days. Children and elderly people use this path daily.,Semi-Urban,Low,Medium,English,complementary,high
00668,Environment,Damaged green spaces,data/raw/images/environment/damaged_green_spaces/damaged_green_spaces_007.jpg,Damaged green spaces has been a problem outside our house for over a week. Please take action soon. No one has come to check yet.,Urban,Medium,Medium,English,both_clear,high
00669,Environment,Damaged green spaces,data/raw/images/environment/damaged_green_spaces/damaged_green_spaces_008.jpg,"Yeh damaged green spaces wali problem gaon ke nazdeek kal raat se se hai, koi dekhne nahi aaya abhi tak.",Semi-Urban,Low,Low,Hinglish,clear_text_unclear_image,medium
00670,Environment,Damaged green spaces,data/raw/images/environment/damaged_green_spaces/damaged_green_spaces_009.jpg,"Yeh damaged green spaces wali problem panchayat office ke saamne pichhle teen din se se hai, koi dekhne nahi aaya abhi tak.",Semi-Urban,High,High,Hinglish,both_clear,high
00671,Environment,Damaged green spaces,data/raw/images/environment/damaged_green_spaces/damaged_green_spaces_010.jpg,"हमें बस स्टॉप के पास damaged green spaces की दिक्कत हो रही है, कई दिनों से यह समस्या बनी हुई है।",Semi-Urban,Medium,High,Hindi,both_clear,high
00672,Environment,Damaged green spaces,data/raw/images/environment/damaged_green_spaces/damaged_green_spaces_011.jpg,Citizens are facing trouble due to damaged green spaces near the market. This needs to be fixed urgently.,Rural,Medium,Medium,English,both_clear,high
00673,Environment,Damaged green spaces,data/raw/images/environment/damaged_green_spaces/damaged_green_spaces_012.jpg,"बस स्टॉप के पास damaged green spaces की समस्या है, कृपया जल्द ठीक करें।",Semi-Urban,High,Medium,Hindi,complementary,high
00674,Environment,Damaged green spaces,data/raw/images/environment/damaged_green_spaces/damaged_green_spaces_013.jpg,"There is some problem here, please check when possible.",Semi-Urban,High,High,English,vague_text_clear_image,medium
00675,Environment,Damaged green spaces,data/raw/images/environment/damaged_green_spaces/damaged_green_spaces_014.jpg,Citizens are facing trouble due to damaged green spaces at the crossing. Please take action soon.,Urban,Low,Low,English,both_clear,high
00676,Environment,Polluted public area,data/raw/images/environment/polluted_public_area/polluted_public_area_000.jpg,We are facing an issue of polluted public area near the railway station road for the past three days. This is causing a lot of trouble to residents.,Semi-Urban,High,Medium,English,both_clear,high
00677,Environment,Polluted public area,data/raw/images/environment/polluted_public_area/polluted_public_area_001.jpg,"हमें पंचायत भवन के सामने polluted public area की दिक्कत हो रही है, कई दिनों से यह समस्या बनी हुई है।",Urban,Medium,Low,Hindi,both_clear,high
00678,Environment,Polluted public area,data/raw/images/environment/polluted_public_area/polluted_public_area_002.jpg,"पंचायत भवन के सामने की स्थिति बहुत खराब है, यह polluted public area से जुड़ी समस्या है।",Semi-Urban,Medium,High,Hindi,complementary,high
00679,Environment,Polluted public area,data/raw/images/environment/polluted_public_area/polluted_public_area_003.jpg,We are facing an issue of polluted public area near our street for two weeks now.,Semi-Urban,Medium,Medium,English,both_clear,high
00680,Environment,Polluted public area,data/raw/images/environment/polluted_public_area/polluted_public_area_004.jpg,"Yeh polluted public area wali problem main road ke kinare kal raat se se hai, koi dekhne nahi aaya abhi tak.",Urban,High,High,Hinglish,both_clear,high
00681,Environment,Polluted public area,data/raw/images/environment/polluted_public_area/polluted_public_area_005.jpg,"बस स्टॉप के पास की स्थिति बहुत खराब है, यह polluted public area से जुड़ी समस्या है।",Semi-Urban,Medium,High,Hindi,both_clear,high
00682,Environment,Polluted public area,data/raw/images/environment/polluted_public_area/polluted_public_area_006.jpg,There is a problem related to polluted public area in front of the panchayat office.,Rural,High,Medium,English,both_clear,high
00683,Environment,Polluted public area,data/raw/images/environment/polluted_public_area/polluted_public_area_007.jpg,We are facing an issue of polluted public area beside teh main road for over a week.,Semi-Urban,High,Medium,English,both_clear,high
00684,Environment,Polluted public area,data/raw/images/environment/polluted_public_area/polluted_public_area_008.jpg,"Polluted public area has been a problem beside the main road for the past three days. Also, this has gotten worse since last week.",Semi-Urban,Medium,Medium,English,complementary,high
00685,Environment,Polluted public area,data/raw/images/environment/polluted_public_area/polluted_public_area_009.jpg,This has been an issue for a while now.,Semi-Urban,Low,Low,Hinglish,vague_text_clear_image,medium
00686,Environment,Polluted public area,data/raw/images/environment/polluted_public_area/polluted_public_area_010.jpg,"हमें कॉलोनी के गेट के पास polluted public area की दिक्कत हो रही है, कई दिनों से यह समस्या बनी हुई है।",Urban,Low,Low,Hindi,both_clear,high
00687,Environment,Polluted public area,data/raw/images/environment/polluted_public_area/polluted_public_area_011.jpg,"gaon ke nazdeek polluted public area ki problem hai kal se, please jaldi fix karo.",Semi-Urban,Low,Low,Hinglish,both_clear,high
00688,Environment,Polluted public area,data/raw/images/environment/polluted_public_area/polluted_public_area_012.jpg,"मुख्य सड़क के किनारे polluted public area की समस्या है, कृपया जल्द ठीक करें।",Rural,Medium,Medium,Hindi,complementary,high
00689,Environment,Polluted public area,data/raw/images/environment/polluted_public_area/polluted_public_area_013.jpg,"Yeh polluted public area wali problem bazaar ke paas pichhle teen din se se hai, koi dekhne nahi aaya abhi tak.",Semi-Urban,High,High,Hinglish,both_clear,high
00690,Environment,Polluted public area,data/raw/images/environment/polluted_public_area/polluted_public_area_014.jpg,Citizens are facing trouble due to polluted public area next to the bus stop. Please take action soon.,Semi-Urban,Medium,Low,English,both_clear,high
00691,Rural Livelihoods,Damaged rural market,data/raw/images/rural_livelihoods/damaged_rural_market/damaged_rural_market_000.jpg,"Sir/Madam, colony gate ke paas damaged rural market ho raha hai, jaldi solve kijiye plz.",Semi-Urban,Low,Low,Hinglish,complementary,high
00692,Rural Livelihoods,Damaged rural market,data/raw/images/rural_livelihoods/damaged_rural_market/damaged_rural_market_001.jpg,There is a problem related to damaged rural market in front of the panchayat office.,Urban,High,High,English,both_clear,high
00693,Rural Livelihoods,Damaged rural market,data/raw/images/rural_livelihoods/damaged_rural_market/damaged_rural_market_002.jpg,Citizens are facing trouble due to damaged rural market close to our village.,Urban,Medium,Medium,English,clear_text_unclear_image,medium
00694,Rural Livelihoods,Damaged rural market,data/raw/images/rural_livelihoods/damaged_rural_market/damaged_rural_market_003.jpg,"बाजार के पास damaged rural market की समस्या है, कृपया जल्द ठीक करें।",Semi-Urban,Medium,Medium,Hindi,both_clear,high
00695,Rural Livelihoods,Damaged rural market,data/raw/images/rural_livelihoods/damaged_rural_market/damaged_rural_market_004.jpg,"बस स्टॉप के पास की स्थिति बहुत खराब है, यह damaged rural market से जुड़ी समस्या है।",Urban,Low,Medium,Hindi,both_clear,high
00696,Rural Livelihoods,Damaged rural market,data/raw/images/rural_livelihoods/damaged_rural_market/damaged_rural_market_005.jpg,"There is some problem here, please check when possible.",Rural,High,High,Hindi,vague_text_clear_image,medium
00697,Rural Livelihoods,Damaged rural market,data/raw/images/rural_livelihoods/damaged_rural_market/damaged_rural_market_006.jpg,Kindly send someone to check this place.,Semi-Urban,High,High,English,vague_text_clear_image,medium
00699,Rural Livelihoods,Damaged rural market,data/raw/images/rural_livelihoods/damaged_rural_market/damaged_rural_market_008.jpg,"Hamare area mein damaged rural market ki dikkat hai, panchayat office ke saamne.",Rural,Low,Low,Hinglish,both_clear,high
00700,Rural Livelihoods,Damaged rural market,data/raw/images/rural_livelihoods/damaged_rural_market/damaged_rural_market_009.jpg,"Something is wrong in our area, someone should look into it.",Rural,Medium,Medium,English,vague_text_clear_image,medium
00701,Rural Livelihoods,Damaged rural market,data/raw/images/rural_livelihoods/damaged_rural_market/damaged_rural_market_010.jpg,We are facing an issue of damaged rural market beside the main road since last night. Many families in the area are affected by this. It would be great if someone could visit and check the situation.,Urban,Low,Low,English,both_clear,high
00702,Rural Livelihoods,Damaged rural market,data/raw/images/rural_livelihoods/damaged_rural_market/damaged_rural_market_011.jpg,"स्कूल के पीछे damaged rural market की समस्या है, कृपया जल्द ठीक करें।",Rural,Low,Low,Hindi,both_clear,high
00703,Rural Livelihoods,Damaged rural market,data/raw/images/rural_livelihoods/damaged_rural_market/damaged_rural_market_012.jpg,पंचायत भवन के सामने एक गंभीर समस्या है जिसकी वजह Damaged rural market है।,Rural,Medium,Medium,Hindi,both_clear,high
00704,Rural Livelihoods,Damaged rural market,data/raw/images/rural_livelihoods/damaged_rural_market/damaged_rural_market_013.jpg,मुख्य सड़क के किनारे एक गंभीर समस्या है जिसकी वजह Damaged rural market है।,Urban,Medium,High,Hindi,both_clear,high
00705,Rural Livelihoods,Damaged rural market,data/raw/images/rural_livelihoods/damaged_rural_market/damaged_rural_market_014.jpg,There is a problem related to damaged rural market near our street. It's affecting a lot of families nearby.,Semi-Urban,Medium,Medium,English,complementary,high
00706,Rural Livelihoods,Poor storage facility,data/raw/images/rural_livelihoods/poor_storage_facility/poor_storage_facility_000.jpg,Citizens are facing trouble due to poor storage facility beside the main road. This is causing a lot of trouble to residents.,Semi-Urban,Low,Low,English,both_clear,high
00707,Rural Livelihoods,Poor storage facility,data/raw/images/rural_livelihoods/poor_storage_facility/poor_storage_facility_001.jpg,We are facing an issue of poor storage facility near the market for several days. Please take action soon. No one has come to check yet.,Rural,Medium,Medium,English,both_clear,high
00708,Rural Livelihoods,Poor storage facility,data/raw/images/rural_livelihoods/poor_storage_facility/poor_storage_facility_002.jpg,Citizens are facing trouble due to poor storage facility near the railway station road. This is causing a lot of trouble to residents. Plz look into this asap.,Rural,High,High,English,both_clear,high
00709,Rural Livelihoods,Poor storage facility,data/raw/images/rural_livelihoods/poor_storage_facility/poor_storage_facility_003.jpg,Poor storage facility has been a problem in front of the panchayat office for two weeks now. Many families in the area are affected by this. It would be great if someone could visit and check the situation.,Rural,Medium,Medium,English,both_clear,high
00710,Rural Livelihoods,Poor storage facility,data/raw/images/rural_livelihoods/poor_storage_facility/poor_storage_facility_004.jpg,"मुख्य सड़क के किनारे की स्थिति बहुत खराब है, यह poor storage facility से जुड़ी समस्या है।",Rural,Low,Low,Hindi,both_clear,high
00711,Rural Livelihoods,Poor storage facility,data/raw/images/rural_livelihoods/poor_storage_facility/poor_storage_facility_005.jpg,"Citizens are facing trouble due to poor storage facility in front of the panchayat office. This is causing a lot of trouble to residents, especially elderly people and children. It would be great if someone could visit and check the situation.",Urban,Medium,Low,English,both_clear,high
00712,Rural Livelihoods,Poor storage facility,data/raw/images/rural_livelihoods/poor_storage_facility/poor_storage_facility_006.jpg,There is a problem related to poor storage facility behind the school. This is causing a lot of trouble to residents.,Rural,Low,Low,English,both_clear,high
00713,Rural Livelihoods,Poor storage facility,data/raw/images/rural_livelihoods/poor_storage_facility/poor_storage_facility_007.jpg,स्कूल के पीछे एक गंभीर समस्या है जिसकी वजह Poor storage facility है।,Rural,Medium,Low,Hindi,both_clear,high
00714,Rural Livelihoods,Poor storage facility,data/raw/images/rural_livelihoods/poor_storage_facility/poor_storage_facility_008.jpg,Poor storage facility has been a problem next to the bus stop for almost a month. Nobody from the authorities has visited yet.,Urban,Low,Low,English,both_clear,high
00715,Rural Livelihoods,Poor storage facility,data/raw/images/rural_livelihoods/poor_storage_facility/poor_storage_facility_009.jpg,This has been an issue for a while now.,Urban,Medium,Low,English,vague_text_clear_image,medium
00716,Rural Livelihoods,Poor storage facility,data/raw/images/rural_livelihoods/poor_storage_facility/poor_storage_facility_010.jpg,"बाजार के पास poor storage facility की समस्या है, कृपया जल्द ठीक करें।",Urban,High,High,Hindi,both_clear,high
00717,Rural Livelihoods,Poor storage facility,data/raw/images/rural_livelihoods/poor_storage_facility/poor_storage_facility_011.jpg,Kindly send someone to check this place.,Urban,Low,Low,English,vague_text_clear_image,medium
00718,Rural Livelihoods,Poor storage facility,data/raw/images/rural_livelihoods/poor_storage_facility/poor_storage_facility_012.jpg,We are facing an issue of poor storage facility next to the bus stop for several days. This is right next to the market.,Rural,Medium,High,English,complementary,high
00719,Rural Livelihoods,Poor storage facility,data/raw/images/rural_livelihoods/poor_storage_facility/poor_storage_facility_013.jpg,There is a problem related to poor storage facility near the railway station road.,Semi-Urban,Medium,Medium,English,both_clear,high
00720,Rural Livelihoods,Poor storage facility,data/raw/images/rural_livelihoods/poor_storage_facility/poor_storage_facility_014.jpg,We are facing an issue of poor storage facility at the crossing for several days. Many families in the area are affected by this. We request the concerned department to inspect and resolve this at the earliest.,Rural,Low,Low,English,clear_text_unclear_image,medium
00721,Rural Livelihoods,Damaged agricultural market infrastructure,data/raw/images/rural_livelihoods/damaged_agricultural_market_infrastructure/damaged_agricultural_market_infrastructure_000.jpg,"There is some problem here, please check when possible.",Rural,Low,Medium,English,vague_text_clear_image,medium
00722,Rural Livelihoods,Damaged agricultural market infrastructure,data/raw/images/rural_livelihoods/damaged_agricultural_market_infrastructure/damaged_agricultural_market_infrastructure_001.jpg,Damaged agricultural market infrastructure has been a problem behind the school for two weeks now. Many families in the area are affected by this. We have complained before but no action has been taken.,Semi-Urban,High,Medium,English,both_clear,high
00723,Rural Livelihoods,Damaged agricultural market infrastructure,data/raw/images/rural_livelihoods/damaged_agricultural_market_infrastructure/damaged_agricultural_market_infrastructure_002.jpg,"हमें मुख्य सड़क के किनारे damaged agricultural market infrastructure की दिक्कत हो रही है, कई दिनों से यह समस्या बनी हुई है।",Semi-Urban,Low,Medium,Hindi,complementary,high
00724,Rural Livelihoods,Damaged agricultural market infrastructure,data/raw/images/rural_livelihoods/damaged_agricultural_market_infrastructure/damaged_agricultural_market_infrastructure_003.jpg,We are facing an issue of damaged agricultural market infrastructure close to our village for over a week. Please take action soon.,Semi-Urban,Low,Low,English,both_clear,high
00725,Rural Livelihoods,Damaged agricultural market infrastructure,data/raw/images/rural_livelihoods/damaged_agricultural_market_infrastructure/damaged_agricultural_market_infrastructure_004.jpg,"बाजार के पास की स्थिति बहुत खराब है, यह damaged agricultural market infrastructure से जुड़ी समस्या है।",Semi-Urban,Low,Low,Hindi,both_clear,high
00726,Rural Livelihoods,Damaged agricultural market infrastructure,data/raw/images/rural_livelihoods/damaged_agricultural_market_infrastructure/damaged_agricultural_market_infrastructure_005.jpg,There is a problem related to damaged agricultural market infrastructure behind the school. Many families in the area are affected by this. We have complained before but no action has been taken.,Semi-Urban,High,High,English,both_clear,high
00727,Rural Livelihoods,Damaged agricultural market infrastructure,data/raw/images/rural_livelihoods/damaged_agricultural_market_infrastructure/damaged_agricultural_market_infrastructure_006.jpg,"Sir/Madam, panchayat office ke saamne damaged agricultural market infrastructure ho raha hai, jaldi solve kijiye plz.",Semi-Urban,Low,Low,Hinglish,both_clear,high
00728,Rural Livelihoods,Damaged agricultural market infrastructure,data/raw/images/rural_livelihoods/damaged_agricultural_market_infrastructure/damaged_agricultural_market_infrastructure_007.jpg,There is a problem related to damaged agricultural market infrastructure at the crossing. Children and elderly people use this path daily.,Urban,Medium,Low,English,complementary,high
00729,Rural Livelihoods,Damaged agricultural market infrastructure,data/raw/images/rural_livelihoods/damaged_agricultural_market_infrastructure/damaged_agricultural_market_infrastructure_008.jpg,"स्कूल के पीछे की स्थिति बहुत खराब है, यह damaged agricultural market infrastructure से जुड़ी समस्या है।",Rural,Low,Medium,Hindi,both_clear,high
00730,Rural Livelihoods,Damaged agricultural market infrastructure,data/raw/images/rural_livelihoods/damaged_agricultural_market_infrastructure/damaged_agricultural_market_infrastructure_009.jpg,"There is a problem related to damaged agricultural market infrastructure close to our village. Also, this has gotten worse since last week.",Rural,High,High,English,complementary,high
00731,Rural Livelihoods,Damaged agricultural market infrastructure,data/raw/images/rural_livelihoods/damaged_agricultural_market_infrastructure/damaged_agricultural_market_infrastructure_010.jpg,We are facing an issue of damaged agricultural market infrastructure near the railway station road for almost a month. Nobody from the authorities has visited yet.,Rural,Low,Low,English,both_clear,high
00732,Rural Livelihoods,Damaged agricultural market infrastructure,data/raw/images/rural_livelihoods/damaged_agricultural_market_infrastructure/damaged_agricultural_market_infrastructure_011.jpg,मुख्य सड़क के किनारे एक गंभीर समस्या है जिसकी वजह Damaged agricultural market infrastructure है।,Semi-Urban,Low,Low,Hindi,both_clear,high
00733,Rural Livelihoods,Damaged agricultural market infrastructure,data/raw/images/rural_livelihoods/damaged_agricultural_market_infrastructure/damaged_agricultural_market_infrastructure_012.jpg,"Hamare area mein damaged agricultural market infrastructure ki dikkat hai, gaon ke nazdeek.",Rural,High,High,Hinglish,clear_text_unclear_image,medium
00734,Rural Livelihoods,Damaged agricultural market infrastructure,data/raw/images/rural_livelihoods/damaged_agricultural_market_infrastructure/damaged_agricultural_market_infrastructure_013.jpg,"Sir/Madam, gaon ke nazdeek damaged agricultural market infrastructure ho raha hai, jaldi solve kijiye plz.",Rural,Medium,Medium,Hinglish,both_clear,high
00735,Rural Livelihoods,Damaged agricultural market infrastructure,data/raw/images/rural_livelihoods/damaged_agricultural_market_infrastructure/damaged_agricultural_market_infrastructure_014.jpg,Damaged agricultural market infrastructure has been a problem near the market since last night. Many families in the area are affected by this. We request the concerned department to inspect and resolve this at the earliest. Please fix it soon.,Semi-Urban,Medium,Medium,English,both_clear,high
00736,Rural Livelihoods,Lack of livelihood infrastructure,data/raw/images/rural_livelihoods/lack_of_livelihood_infrastructure/lack_of_livelihood_infrastructure_000.jpg,Citizens are facing trouble due to lack of livelihood infrastructure next to the bus stop. Children and elderly people use this path daily.,Urban,Medium,Medium,English,complementary,high
00737,Rural Livelihoods,Lack of livelihood infrastructure,data/raw/images/rural_livelihoods/lack_of_livelihood_infrastructure/lack_of_livelihood_infrastructure_001.jpg,"Lack of livelihood infrastructure has been a problem beside the main road for over a week. Also, this has gotten worse since last week.",Urban,Medium,High,English,complementary,high
